,YLabel,Max,Min,Mean,SD,Variance,RMS,ZeroXings,TPeaks,TMax1,TMax2,TMax3,FPeaks,FMax1,FMax2,FMax3,PSD,RelativeAlpha,RelativeBeta,RelativeTheta,RelativeDelta
5513,2,71,-24,24.191011235955056,23.75217383522507,564.1657618987504,33.90237139960646,7,12,57.84717841631367,61.70332367474907,68.94679643819472,7,2.0646987489901827,6.262776454641102,23.547149268785674,721.46,0.07,0.01,0.56,0.3
5514,5,169,-143,8.05056179775281,62.69430672070634,3930.5760951900033,63.20907878184461,21,14,118.98208493901905,149.0338862926007,156.2105528511499,13,20.163188830465927,49.98147123202331,24.169097205669015,5634.76,0.71,0.21,0.06,0.01
5515,4,51,-186,-76.28089887640449,42.26521101465565,1786.348062113369,87.20735975538773,2,15,-18.006201098089427,-11.655444863330102,38.925599958375294,13,14.6313680288238,26.862911874925807,27.721058947663963,2649.09,0.72,0.15,0.03,0.08
5516,3,93,-111,-8.904494382022472,43.921621739241644,1929.108856205024,44.8151634651096,13,10,29.369721088535748,81.4466999281938,90.00444779214524,15,17.957189397082843,30.303411982905565,30.71666200069823,927.84,0.16,0.1,0.28,0.36
5517,2,72,-45,28.617977528089888,27.82913581849047,774.4608004039892,39.91803399720792,7,15,61.791371290488655,63.88768211954506,69.34965167918904,8,11.58840929934221,13.118488167047582,14.931263236914175,609.78,0.04,0.04,0.13,0.51
5518,4,125,-130,-11.97191011235955,47.3025677825568,2237.5329188233804,48.79405240971278,20,19,48.81736162833962,107.88783190536216,66.31713650381876,13,18.282650255375724,24.390869428503912,26.613458917148726,1956.01,0.06,0.11,0.45,0.19
5519,5,1,-99,-43.87640449438202,21.068811938753015,443.89483651054155,48.67272036639383,1,19,-14.507192381272203,-14.153649880657516,0.02992217650464832,12,8.666287188735112,8.788441031991313,12.169024516628735,482.74,0.16,0.13,0.17,0.39
5520,2,34,-103,-29.46067415730337,33.755917060926706,1139.4619366241627,44.803942442903015,8,11,25.11530577033763,27.188523333846327,29.685858065205334,10,5.293234499712092,7.994609019471666,27.19701321215061,1154.55,0.06,0.05,0.21,0.59
5521,4,158,-86,20.5561797752809,53.63086159799189,2876.2693157429608,57.43540582860566,20,16,123.3424560310044,129.67551004864052,140.53726507905498,13,24.630091393727657,25.31243883183146,29.998927290408364,3413.08,0.13,0.5,0.22,0.12
5522,2,59,-59,8.331460674157304,24.840552634146476,617.0530551698014,26.200501753493796,9,11,36.60935094657033,49.78030987070252,57.94821801917619,9,10.194505625002877,18.33964684397925,22.024901694395997,677.31,0.07,0.02,0.27,0.5
5523,5,15,-163,-57.87640449438202,40.18225899117839,1614.6139376341362,70.45773296687497,8,15,-2.1387404478282246,7.658950476953544,9.080881630735922,12,12.546977028778366,26.31088286730971,28.250059726423412,1652.61,0.67,0.24,0.08,0.04
5524,5,62,-77,-5.53932584269663,28.470389182792523,810.5630602196695,29.004261600861966,20,19,45.21642323063536,50.727243714727535,57.75789487868656,10,13.350070521998195,13.536505753469875,21.277440378431432,973.71,0.27,0.19,0.06,0.33
5525,2,47,-35,-0.7078651685393258,18.05746274012587,326.0719606110341,18.07133181887448,12,18,26.168448530805414,44.889099496803105,35.18256866628135,10,5.728849276402894,8.286914442024491,13.786357353125446,234.1,0.07,0.11,0.3,0.31
5526,5,89,-111,-16.60112359550562,40.02195182585449,1601.7566279510172,43.328442535870934,17,16,39.59125597855706,53.219274458442186,78.45212465648288,10,9.411736843064757,12.648357589375186,15.70862628739822,1187.26,0.16,0.23,0.35,0.17
5527,5,82,-141,-19.376404494382022,45.13561219476183,2037.223488195933,49.118922416171166,20,18,58.74013642004317,59.67208031195186,71.61663907681432,12,17.34659434327778,22.617109180421505,26.616284847144854,2271.24,0.05,0.34,0.4,0.17
5528,2,83,-93,7.370786516853933,39.64742989317468,1571.9186971342012,40.32675527501854,20,14,59.72266141960695,78.73344149853055,65.82339014637083,14,18.406700068716876,32.1141993250296,21.893977234029805,2043.1,0.28,0.09,0.21,0.3
5529,4,-18,-162,-78.6067415730337,31.954362814266855,1021.0813028658002,84.85340961679445,0,16,-26.46308023435364,-24.582947270152054,-21.48939528672715,13,11.517899800066022,23.797437891027343,14.24239422539689,978.04,0.24,0.22,0.22,0.2
5530,5,100,-101,14.98876404494382,48.32172014527482,2334.988637798258,50.59300035966693,13,16,86.7900063056878,88.15833425731225,91.43228795045604,12,11.013484506967872,15.502679176643499,47.02280138215981,828.05,0.06,0.21,0.15,0.28
5531,4,176,-228,-23.174157303370787,81.93651972557353,6713.593264739301,85.1506596067269,22,13,111.91192067416856,121.35194392762344,154.34122825623743,14,21.383103685020124,71.85313684569618,32.80726964969768,4276.2,0.37,0.52,0.02,0.04
5532,1,729,-726,-32.39325842696629,224.22954821260697,50278.89029162984,226.557307282608,20,16,249.76111657119623,409.32648227434515,574.8521141439323,17,67.71717665132648,75.76287959203513,176.0020539126501,37104.14,0.01,0.55,0.18,0.18
5533,2,274,-424,-31.202247191011235,105.1879729715878,11064.509657871484,109.71822951378887,10,13,71.93560187379441,101.52238451412516,258.25035789841064,10,39.444402269578546,72.30767286040685,76.09775984005388,4670.8,0.09,0.27,0.28,0.29
5534,1,370,-161,15.606741573033707,112.90302271782122,12747.092538820852,113.97658935653547,11,10,311.33174145370094,316.15104685348405,341.26585355452534,13,40.47151637361715,54.53640663718146,92.98741768910656,12823.57,0.06,0.22,0.21,0.52
5535,5,56,-108,-15.803370786516854,34.1827637406984,1168.461336952405,37.6591006951645,14,15,37.26083133816106,49.96392828539827,52.09519586715934,12,11.806763121958816,15.194044924836504,16.697864178703213,1176.81,0.42,0.2,0.08,0.14
5536,2,288,-607,4.387640449438202,136.6286333194734,18667.38344274712,136.69906668101532,5,13,150.17009892422,255.8996468391519,257.15290721813125,16,54.3698014854132,61.765833085451234,102.9874874644097,28683.91,0.11,0.17,0.25,0.35
5537,5,68,-113,-15.780898876404494,44.297668735180594,1962.2834553717964,47.02467676357915,15,13,45.53978134475989,45.94711478814554,57.96805892458495,10,13.892046220264303,24.95540833090712,21.88642082872064,1941.07,0.3,0.19,0.08,0.33
5538,4,135,-168,-31.691011235955056,49.01742441958993,2402.7078967302114,58.369753210782385,26,19,31.74661667377349,38.62032150388081,114.63157906552166,13,20.83506712321051,21.13244511277531,23.78161389871759,1146.28,0.24,0.45,0.16,0.08
5539,3,68,-89,-11.252808988764045,32.0737933903469,1028.7282224466603,33.99049768073821,9,16,42.7838806167051,48.46535604953819,63.56320504052806,12,7.809508959537396,8.398222403052163,29.96169479793978,838.93,0.01,0.03,0.1,0.83
5540,2,142,-177,9.157303370786517,79.07312770665179,6252.559525312464,79.60160633013054,6,11,104.45373722313188,107.77201795277486,138.96913054281208,9,16.670492357505076,62.72507737010662,67.63576089683572,3249.27,0.02,0.05,0.19,0.57
5541,4,147,-47,45.2752808988764,41.69872625139179,1738.783770988511,61.55188731030653,14,19,126.94484594686526,129.366721319134,139.56315296343908,11,17.38825807861532,18.08464325073578,21.108792747791856,1723.39,0.3,0.27,0.37,0.04
5542,1,704,-561,-13.191011235955056,242.1450663912628,58634.23317762907,242.50409471812262,14,13,433.18144185962933,526.9294956813006,668.4559332478764,14,65.40278268323283,145.42173897073135,147.95027044182416,78237.51,0.22,0.1,0.54,0.13
5543,4,194,-283,-26.084269662921347,111.79459836891319,12498.032224466606,114.79730549239649,20,12,147.54696914714384,154.84664467535882,178.19549669830252,15,35.59428676609967,35.965110813294125,96.10493973543264,12025.16,0.56,0.24,0.11,0.03
5544,2,102,-428,-49.146067415730336,97.19152302261823,9446.192147456128,108.91064268420989,8,9,44.39772757210335,61.597782402658936,100.19577485544593,11,24.631374376114312,54.79466851912336,88.72790159141016,8636.52,0.04,0.09,0.33,0.52
5545,3,18,-48,-12.865168539325843,14.266083776562827,203.5211463199091,19.210250072947215,8,14,8.33166138174603,12.62623307440284,14.54635614846026,8,2.725765668839087,6.9096290698376475,10.592836267831208,170.85,0.15,0.05,0.49,0.21
5546,3,377,-289,-44.938202247191015,120.80810115482014,14594.597304633253,128.8954589031076,18,18,146.23475529198635,166.2365404806283,345.7780098372035,20,50.676711091448226,66.15120682926688,79.070057510341,7823.34,0.06,0.18,0.17,0.5
5547,2,145,-146,-1.747191011235955,56.447829328768776,3186.357435929808,56.47486265905877,18,13,100.00541630384856,105.66076322149996,133.3665418345339,10,20.83223902397288,31.668259176952795,44.87989412863477,2770.27,0.55,0.07,0.23,0.2
5548,3,36,-41,-5.179775280898877,17.33157266913353,300.38341118545634,18.0890431793964,11,16,21.79800873827645,35.408793806986694,22.944779602699946,10,3.9084378633923396,9.176689227396697,11.515978311125682,446.78,0.07,0.04,0.27,0.55
5549,5,100,-105,-0.1348314606741573,48.27966073515775,2330.9256407019325,48.27984900789065,22,15,86.98115156865185,87.65624724966287,89.35581465503779,13,27.864241376333997,29.1320597163532,28.169940906557084,2019.21,0.38,0.4,0.1,0.12
5550,4,163,-133,3.6235955056179776,56.02355949538565,3138.639218533015,56.14062399832539,23,17,73.43554983732263,79.38391839178185,136.07346202375837,16,25.679999214773463,31.21859589261537,32.08046534213596,4066.2,0.35,0.39,0.07,0.18
5551,1,833,-1042,-32.662921348314605,510.4453209735842,260554.4257038254,511.4892883871875,10,6,720.6442474533685,743.7207186743807,774.2741393616752,19,124.88590722113773,264.2670975997792,525.2392614917839,240273.13,0.22,0.07,0.68,0.02
5552,3,211,-121,19.9438202247191,76.20276905974072,5806.862012372177,78.76939746835752,13,16,136.95014705258276,171.2524015178471,203.24585110861614,17,19.012944753437953,49.49908041635285,65.00584127163015,2163.85,0.02,0.11,0.16,0.46
5553,3,51,-157,-54.943820224719104,42.96833418587756,1846.277742709254,69.75027687110286,9,16,16.746846558432132,26.299574101510338,42.910422601127785,18,17.96770451808364,23.82506807456267,23.435585185516494,1395.12,0.11,0.26,0.25,0.25
5554,1,510,-402,-14.415730337078651,215.29975492707277,46353.98447165759,215.7818290607645,13,9,405.22473659894786,421.58022648043266,441.15481793538197,13,95.1078391346736,112.1279481303781,173.45452862870735,47492.2,0.17,0.28,0.51,0.01
5555,5,135,-64,31.95505617977528,42.24218832441149,1784.402474435046,52.967236003850914,17,16,114.81686544153307,115.63261124050604,127.02838005513587,11,18.65024886085977,21.138270448259583,20.496520597007276,1443.32,0.27,0.41,0.06,0.16
5556,5,64,-83,-4.044943820224719,29.924966132487974,895.5035980305522,30.19710530066294,23,15,43.23653594282791,46.815131084047984,53.88421990705153,11,11.253684120584436,12.369441905454984,21.315845499603377,1001.59,0.13,0.15,0.07,0.51
5557,2,54,-88,-5.943820224719101,32.94236013135459,1085.1990910238603,33.47428998332362,9,10,43.70568233887639,47.010777223016206,51.87304872768506,14,13.478720068966227,16.817447444172007,26.248431400011146,1119.77,0.08,0.03,0.31,0.37
5558,3,28,-46,-11.179775280898877,17.984738722477836,323.45082691579375,21.176359513551684,7,14,17.364453253038825,27.216825317405245,18.110472849131586,11,5.224592383779022,10.651237106980927,19.379360735146886,309.3,0.02,0.04,0.41,0.44
5559,2,210,-134,27.51123595505618,85.0681312384667,7236.586952404996,89.40612426550977,10,13,171.6277322908068,196.34694866643827,172.0645710993218,15,26.923628686379352,38.30826502180632,86.40800610174169,8321.26,0.07,0.03,0.31,0.6
5560,5,6,-107,-49.61797752808989,21.086235788538264,444.62933972983194,53.912642614769545,2,16,-17.15777246366689,-12.735211335194736,1.7334074749732915,9,7.169039592072098,11.369018359279504,11.556658119643908,473.63,0.08,0.35,0.3,0.13
5561,3,25,-67,-22.629213483146067,19.602156509701413,384.2445398308294,29.938701419677997,8,18,4.218539985234689,12.161623975372247,20.84933634055852,10,5.521849873403812,6.69540210127466,18.816953167786917,353.9,0.07,0.08,0.2,0.62
5562,3,500,-206,14.252808988764045,153.8837957826266,23680.22260446913,154.54243808268112,14,17,300.3245823956753,489.082492327078,304.84184620916494,19,69.02676116782206,73.93323277269042,137.36878632716818,18892.14,0.04,0.11,0.18,0.38
5563,1,578,-1069,-21.1123595505618,280.21746924836896,78521.83007196059,281.01167555415344,32,18,408.5320837974488,456.93007134676037,422.7790375344983,16,114.32156889947593,135.64252188015504,171.1733965096094,56078.6,0.17,0.61,0.12,0.09
5564,5,88,-148,-4.780898876404494,48.28534422169683,2331.4744666077513,48.52145361254295,10,18,48.36366250840818,77.26360112199916,79.09092981485746,11,10.456118061363235,11.611342032749485,46.928160078132464,1532.79,0.14,0.09,0.14,0.31
5565,1,1101,-1166,-12.370786516853933,522.7923918624572,273311.884989269,522.938735750484,31,16,739.7139722838463,926.6370572268793,982.7057013660258,15,145.6409822120928,569.7193428917348,237.72534668412038,246614.19,0.02,0.95,0.03,0.07
5566,5,149,-84,32.36516853932584,51.2339459122137,2624.917213735639,60.60050617209898,16,14,107.64450218139623,134.62182572878848,136.62255774007747,11,23.87289283569436,26.362007631373455,35.426956984890204,2982.53,0.42,0.12,0.12,0.25
5567,2,81,-146,-19.747191011235955,51.48282268325451,2650.4810314354254,55.14011773898985,7,15,42.395141895351124,73.99635267602469,74.5077305640427,14,15.237260283830123,17.628799425384855,41.50640746767083,926.88,0.18,0.09,0.21,0.43
5568,3,40,-195,-53.325842696629216,48.49099888231289,2351.3769726044698,72.07650429862781,7,11,10.43699366040921,37.91402454104038,12.219149854048117,10,5.5471456864660516,15.945087553000754,16.203864429222307,2456.17,0.02,0.01,0.08,0.6
5569,1,330,-524,-10.02808988764045,169.73629347702212,28810.409323317785,170.03226726157703,12,9,253.07351337124567,268.99615161047177,282.8201791459744,19,60.08357448268178,66.31295872499359,126.86293827801089,27754.92,0.17,0.19,0.19,0.4
5570,1,1225,-1473,14.438202247191011,502.5834372018015,252590.1113495771,502.7907845552739,17,11,860.090896776195,936.7746060912625,1057.4285245087021,16,252.94765140322386,259.6484041591456,339.95728204477786,211414.39,0.3,0.3,0.08,0.21
5571,4,50,-135,-24.747191011235955,36.18644165326723,1309.4585595253136,43.83927488533438,15,16,31.051511883183778,34.65604831005246,42.316960551965565,11,12.132980246936727,15.184106586161308,21.001320684336196,1331.16,0.23,0.1,0.53,0.09
5572,1,581,-762,-28.06179775280899,240.41299110779616,57798.406293397275,242.0451833573989,20,16,310.1841974459718,492.2291340890557,341.85418235211023,17,136.4917660629003,137.76159582080655,154.21451746904867,62211.83,0.01,0.39,0.23,0.34
5573,1,456,-581,-2.3820224719101124,247.06845276353224,61042.820350965754,247.0799352072573,14,12,390.2279573508021,403.30641766588184,444.12729209546893,16,84.21566404956471,112.99992409689044,182.54029606333518,56770.57,0.22,0.08,0.5,0.16
5574,1,543,-509,-62.20786516853933,342.9606007196808,117621.97364600434,348.5567272838547,12,11,479.4767760266668,508.75825950978805,532.8404025405362,13,79.10496467859055,119.5946428415807,410.70940755209887,112069.31,0.06,0.12,0.7,0.04
5575,4,132,-109,15.735955056179776,53.207384693157195,2831.025785885619,55.485548275345806,24,21,98.95563063521796,110.21567285387358,113.77989010699213,13,22.332780077063784,24.335684444455286,39.91510512543317,3231.45,0.03,0.2,0.03,0.51
5576,1,557,-565,67.34269662921348,279.24193223139616,77976.05671632366,287.24744647362485,9,10,497.8153497532236,525.0566811100388,530.3034861312376,15,81.00721302258373,99.9121670727736,223.30956714585184,84275.2,0.08,0.07,0.5,0.3
5577,1,1638,-611,-13.325842696629213,430.47381199708434,185307.7028153011,430.68002147635826,22,14,908.2307709655843,1240.8387252375342,1398.2966065292014,14,204.5290198631224,252.73582169434147,307.1801099216049,168918.57,0.07,0.4,0.52,0.04
5578,3,159,-254,10.44943820224719,94.64991808800684,8958.606994066404,95.22498491892235,4,8,104.0681022458547,140.61324803904165,156.06256606482705,17,23.297169074805637,62.20534894316948,85.12501781501757,4865.36,0.04,0.01,0.17,0.47
5579,2,145,-88,19.825842696629213,53.957619715972065,2911.4247254134575,57.484682864611365,15,11,101.60238053590567,129.99073201845985,134.90979783547618,12,10.459896529103627,48.52339952217365,23.916979153536353,2849.47,0.23,0.06,0.32,0.22
5580,3,51,-238,-107.65730337078652,65.90195712024608,4343.067952278752,126.2266331696616,2,16,-24.22476896286084,22.18378749334684,45.86155694064813,12,19.819059510188882,20.265037583368677,59.25206057038647,5387.36,0.07,0.07,0.15,0.65
5581,1,818,-1600,65.41011235955057,473.49872193388353,224201.03967302118,477.9953163702654,13,13,481.72233226803763,551.1945315142902,783.5734229188105,15,236.0056955458689,303.91886150771904,363.82389858536646,236728.28,0.07,0.51,0.16,0.25
5582,1,721,-577,-30.578651685393258,270.2138915464912,73015.5471846989,271.9385980761016,23,15,501.66455427903173,509.2948943431528,634.997942105354,18,116.99994619855092,140.82917939803806,171.37094819333493,78934.33,0.11,0.51,0.23,0.11
5583,1,1190,-767,10.387640449438202,396.77809333790015,157432.85535285942,396.91404412916194,15,15,824.4248616661281,1007.1124216601024,945.7881421829682,22,177.80438350992367,191.93386675943765,259.44479697889994,206280.17,0.09,0.37,0.41,0.11
5584,1,267,-215,-4.331460674157303,123.35587149664946,15216.671032697894,123.43189451786627,16,11,224.54019340890952,233.49280160574818,226.85802019294903,11,39.03296653438645,66.34795981948011,108.98017902376509,15393.39,0.29,0.16,0.48,0.11
5585,5,72,-65,6.168539325842697,33.18817169660088,1101.4547405630599,33.75656407245157,32,20,55.40532640567775,62.11872766913825,64.33038326949041,10,12.717954006039866,14.267476375514832,19.494339885253215,1037.22,0.26,0.28,0.12,0.32
5586,2,45,-104,-11.191011235955056,31.26755737055937,977.6601439212216,33.2099213549881,12,10,32.17498500966023,42.17055636306152,36.48212904765516,12,8.195749028508141,18.155161568058332,25.27253147537883,799.01,0.42,0.06,0.3,0.13
5587,3,142,-147,-1.6910112359550562,58.16906807745739,3383.640480999872,58.1936422644261,6,11,72.63726425294094,79.94286935378372,125.72053781319151,15,15.217042638284257,38.65755206576252,52.917923063095586,2216.17,0.05,0.01,0.23,0.56
5588,2,172,-143,-5.320224719101123,77.78653977865335,6050.745770736019,77.96826637676223,7,11,134.3975402187087,137.47992855420117,168.70734969131672,13,26.298319032603967,36.725736727008865,51.24893472430384,5025.93,0.11,0.07,0.12,0.43
5589,1,937,-1808,-7.382022471910112,607.150213825803,368631.38214871834,607.1950892460301,25,18,776.6733126461872,779.961965219733,884.0699524974059,19,204.35003543689044,318.5486384381496,414.5480625039851,270972.23,0.03,0.61,0.15,0.13
5590,4,153,-96,3.932584269662921,49.39869846641187,2440.2314101754823,49.5549859167923,27,16,84.95118607450462,131.8048247426095,102.9943784604393,15,18.440027149013982,25.50445082863449,25.550771240608682,1831.9,0.13,0.53,0.17,0.06
5591,1,983,-1762,-35.56741573033708,547.9220588129035,300218.5825337709,549.0752440198935,21,12,756.603802307731,852.8715103374361,858.5566031687465,15,259.16181841422286,328.4379105204073,286.4469426805519,234429.85,0.29,0.47,0.12,0.04
5592,3,32,-113,-47.70786516853933,31.60312253353237,998.7573538694616,57.225848642103934,4,10,-6.831402036106358,1.1730175552273274,30.03584022809855,12,8.987689357551313,9.671431145062257,13.13000775836453,1268.27,0.08,0.03,0.08,0.59
5593,3,73,-131,-32.41573033707865,41.61347258846708,1731.6811008711013,52.74903481730546,7,12,34.80135063236657,40.027250907908815,47.188257464601634,14,11.910435958143623,22.71904259741906,36.22942991890813,1744.01,0.07,0.05,0.35,0.45
5594,3,62,-104,-13.129213483146067,37.767921416798096,1426.4158881454362,39.98489883482839,11,10,40.10532831982766,41.435422323290005,51.19251657070468,9,9.368760333111654,21.67796451754626,29.42575443891833,1110.0,0.05,0.08,0.74,0.11
5595,1,981,-1100,-3.6179775280898876,568.638844045768,323350.1349577073,568.650353661282,13,7,792.9406533571818,888.4518950350293,916.259241592905,15,150.07800954019427,243.0431198958418,463.2381173464002,354125.02,0.09,0.18,0.71,0.03
5596,5,85,-109,-5.0,35.07199657590404,1230.0449438202247,35.426613496356445,21,19,39.47938666728392,75.90134372265028,62.637924922325894,12,14.386818617729318,18.042476053237326,20.978819163583882,1238.85,0.08,0.18,0.52,0.13
5597,1,159,-251,-35.157303370786515,109.69174365664928,12032.278626436058,115.18817042883168,12,10,103.35862720792437,149.99000785926012,149.14218994386727,13,31.34508441909323,51.988246823336524,80.67243055564883,8868.35,0.13,0.04,0.27,0.36
5598,4,156,-142,-4.03932584269663,61.12047068392198,3735.711936624166,61.2538006158609,22,15,108.75036963499548,136.16344072775533,132.5865926872866,12,25.918347321177862,41.37780490306928,32.20735525620863,3748.27,0.12,0.63,0.23,0.03
5599,2,63,-58,11.02808988764045,31.19554667426951,973.1621323065275,33.087473443531536,6,12,59.765743088259796,60.185359617363964,60.5688953997166,11,5.269416927729919,5.5661806772420315,13.181772650933338,1006.28,0.07,0.03,0.33,0.37
5600,3,120,-68,30.668539325842698,46.57755667171562,2169.4687855068805,55.76762582258313,10,13,101.77176271414564,115.50578743603165,109.22424987314807,12,8.838885901170277,11.63434875561299,24.913080087957578,1953.62,0.05,0.03,0.18,0.52
5601,4,313,-198,40.51685393258427,120.48657087364042,14517.013760888774,127.11659692378154,22,12,238.79107080385614,280.44418070827226,292.8049359674775,12,26.114119743781092,99.07613477471979,28.864609682610606,16779.67,0.63,0.19,0.02,0.1
5602,4,130,-110,2.061797752808989,39.98962788450422,1599.170338341118,40.04274401579651,23,17,55.87975651987808,58.269900315366854,114.32628050700256,19,11.559953300009395,16.928875190545952,25.71031268085075,1979.45,0.39,0.41,0.17,0.02
5603,1,485,-384,-23.01685393258427,193.99483008051382,37633.994097967436,195.3554956046063,16,8,345.38298149816785,385.0160811222867,423.3732047462473,16,65.1500671970441,204.32070541394768,115.06831607289472,41183.11,0.14,0.2,0.56,0.01
5604,5,78,-86,-6.797752808988764,37.92354217540744,1438.1950511299071,38.52797028630009,11,18,54.87626402358528,61.35728361974027,68.020808880327,12,10.315547078527317,23.826013927977705,24.36730375634903,1611.45,0.07,0.2,0.26,0.29
5605,4,200,-111,11.202247191011235,52.276314222198145,2732.813028657996,53.4631028914944,28,19,95.68341642991507,100.23710791055854,123.2572210359942,16,19.266445748290593,22.837808720190615,26.628349576059357,2805.71,0.21,0.27,0.19,0.23
5606,2,93,-29,16.359550561797754,21.86976117223482,478.28645373058976,27.311560708143478,12,16,46.29009140968226,58.471478446175695,89.51389888879424,12,6.902295754321248,9.442195283536456,15.458150667410814,371.0,0.05,0.12,0.34,0.43
5607,5,110,-112,-24.46629213483146,43.51703126187771,1893.732009847242,49.92325570988091,20,18,64.46478926717437,70.34733655197641,88.83688007007173,12,10.87076307797231,13.798431447910653,29.957054398955105,1107.51,0.34,0.3,0.09,0.08
5608,3,111,-36,46.348314606741575,35.182382313444,1237.8000252493375,58.18905646369282,2,15,91.05270377492872,106.40849272173702,104.88671389402346,14,11.563558140343027,19.551728659246084,30.505939052016902,576.51,0.1,0.15,0.59,0.11
5609,5,92,-92,-3.9831460674157304,40.13789079838039,1611.0502777427089,40.33504345277291,19,18,57.833868347511235,60.822242338796755,88.6791192754606,12,16.71155416286789,23.96269900976515,26.92851509678215,1206.68,0.23,0.26,0.08,0.27
5610,4,140,-4,65.70786516853933,33.99676198963033,1155.7798257795735,73.98177728864397,2,18,119.41427858493391,126.01310172158932,128.95947688147794,12,13.750277442376051,16.17062078820374,17.286608057369367,1011.01,0.16,0.35,0.18,0.22
5611,2,87,-121,-8.595505617977528,46.33493576056151,2146.9262719353615,47.125460090741235,9,11,35.777130079561445,38.6093168255792,84.24873230340074,17,15.95464375136175,21.132702839829108,46.05850020213158,2668.49,0.13,0.02,0.15,0.6
5612,2,102,-28,28.45505617977528,26.619049997128982,708.5738227496525,38.96490786520379,16,18,68.07181291359512,71.16189275213986,96.2477547630404,10,10.759588127324275,12.55493771844706,21.040254144153,773.98,0.13,0.39,0.15,0.27
5613,4,127,-250,-4.48314606741573,60.61614580023456,3674.3171316752946,60.7817055563356,26,18,86.00648350308421,102.9474743689229,111.70056641197908,15,22.57133313539562,24.588759059224664,29.67224638442246,2397.93,0.09,0.39,0.21,0.23
5614,2,80,-24,25.89325842696629,22.073036567614302,487.21894331523816,34.024693610389775,8,14,70.08236510349148,73.72255015991804,77.7791870812092,9,9.540145048476585,9.989152751410895,13.340476678910942,706.31,0.04,0.1,0.29,0.43
5615,3,92,-99,-12.179775280898877,45.54527610225238,2074.372175230402,47.14572198114687,5,17,82.78127824350707,84.17457811312543,87.86165753253658,9,6.541116616709602,10.44132377701445,44.669355746933256,3421.78,0.02,0.03,0.08,0.64
5616,5,112,-107,-5.061797752808989,44.548945448667006,1984.6085405883084,44.835592302083526,17,17,85.34794349869264,88.09645769712839,107.03688474359775,15,15.071439503860372,20.139803680656982,29.072875488829574,2100.68,0.03,0.19,0.05,0.63
5617,3,150,-94,36.264044943820224,49.56261446067747,2456.4527521777554,61.412813873532684,10,17,110.67272406096019,122.71067469942145,142.14179842344106,14,10.458566802864171,14.858162020961107,22.4850776228157,2095.97,0.07,0.11,0.13,0.36
5618,2,153,-158,19.370786516853933,66.40967203526024,4410.244539830827,69.17710538980624,16,9,126.29753697370043,127.54830241734808,144.16177906195884,9,7.477555915758374,22.750038132990287,56.06046450819031,3995.11,0.68,0.03,0.17,0.1
5619,5,82,-122,-5.53932584269663,43.05185172119968,1853.461936624164,43.40675140362073,23,19,63.065638155447274,69.60794278355357,72.70329413185425,11,19.436853863564195,21.427091722290058,26.443499637937606,2465.06,0.3,0.17,0.12,0.3
5620,2,14,-107,-46.747191011235955,26.168170862077567,684.7731662668854,53.573062575401316,7,14,2.722692615824299,5.878724181690061,9.49168956879094,11,6.4432565061018785,11.293226893802961,13.702187545815082,680.71,0.01,0.04,0.24,0.44
5621,5,92,-102,-12.370786516853933,39.27127835805417,1542.2333038757738,41.17365253315946,16,18,66.32267508988843,68.08846477685714,78.47153479288443,14,16.075866125899303,22.53988987183445,26.73805926811213,1387.52,0.31,0.2,0.11,0.32
5622,3,247,-302,5.752808988764045,103.90285879196632,10795.804065143295,104.06199535087002,20,17,132.78141278249853,177.73706243395281,210.71538293888696,14,40.33922060682466,60.43930082562567,70.40871853511955,10792.44,0.21,0.13,0.35,0.24
5623,1,686,-1255,105.84269662921348,440.07002504265466,193661.62694104272,452.6193802421484,9,12,589.1194329207492,619.3478708701512,682.4411258029942,16,153.2379487748019,260.92583053968997,322.85968035106947,201484.45,0.03,0.14,0.22,0.67
5624,5,113,-107,-10.842696629213483,42.19627729370558,1780.5258174472929,43.56707343442349,18,17,54.06260224061498,61.68057112214692,105.86659029266556,12,15.117749268524543,25.64854381708982,36.42749642349851,2556.56,0.07,0.15,0.34,0.42
5625,2,11,-111,-30.421348314606742,24.454199207011566,598.0078588562052,39.03160632275889,5,12,-0.4831138354682897,1.3467761776062828,9.678985427804676,8,10.252819676310143,12.842031160916706,17.731086183726706,603.63,0.06,0.02,0.41,0.51
5626,3,59,-92,-0.898876404494382,26.915617179914996,724.4504481757353,26.930622476398355,14,14,38.714568555732235,48.629628210279925,57.45127447186471,9,9.218255897020743,16.535295436992712,21.416411132595563,1111.64,0.03,0.1,0.47,0.4
5627,3,46,-61,-3.303370786516854,22.85587697362111,522.3911122333037,23.093362050306077,13,13,26.506563708101428,32.81119402729461,43.44380424848637,8,3.4795618555063483,5.180777069743166,15.408285153914425,575.76,0.02,0.04,0.28,0.62
5628,4,82,-164,-53.60674157303371,47.75502043788803,2280.5419770231033,71.79292945061599,11,17,28.08681608209536,41.83293179960947,64.52228999035694,10,22.210926871477938,23.062927703723595,25.743937979167598,1961.14,0.23,0.46,0.1,0.13
5629,1,963,-369,5.842696629213483,370.6447434099765,137377.52581744734,370.6907915248885,15,14,825.2416820915207,851.0718867954793,828.3424362734307,17,149.66554634503223,268.67907827886665,211.51253223022454,140590.57,0.31,0.3,0.14,0.23
